05041,13358,15341,-12.9,-1983,15341,1011,7.6,3469,26.0,14.9,1988,53.3,6661,6456,58,54,4,125,592,6163,49.9,48.3,0.4,0.4,0.0,0.9,4.4,46.1,204,158,2,61.3,2.1,3.7,65.0,11.1,4044,18.9,6957,294,4.4,63.5,46700,12.6,5922,2.57,13446,27555,29.0,325,23565,5638,603,10.7,6975,-701,1122,217718,31214,363,3757,-9.0,640,7629,991,0.0,0.0,0.0,0.0,0.0,25.9,317586,106868,132151,8923,3,519,306496,171648,12679,764.99,20.1
13037,6306,6320,-0.2,-14,6320,441,7.0,1290,20.5,12.4,779,39.8,2410,3850,9,6,0,31,274,2277,38.2,61.1,0.1,0.1,0.0,0.5,4.3,36.1,96,99,0,59.9,1.9,2.1,65.5,11.7,1307,26.4,2363,58,2.5,71.8,48200,7.8,1962,2.55,11839,29435,33.4,114,18706,2352,257,10.9,2433,125,846,59266,24359,79,736,2.4,273,0,335,0.0,0.0,0.0,0.0,0.0,0.0,0,23760,21507,3404,0,0,122564,73972,11796,280.18,22.6
18139,17175,18261,-5.9,-1086,18261,1020,5.9,4196,24.4,15.7,2703,50.8,16706,149,32,114,4,170,167,16545,97.3,0.9,0.2,0.7,0.0,1.0,1.0,96.3,222,165,2,59.7,0.3,2.9,79.6,10.3,3237,25.4,7746,409,5.6,74.1,82300,9.9,6923,2.60,17997,45882,10.9,535,30529,9059,934,10.3,7778,-771,1321,257870,33154,397,4597,0.3,1121,9580,1532,0.0,0.0,0.0,0.0,0.0,0.0,283810,106750,111395,6196,12,1868,216890,116650,6744,408.28,44.8
22085,23733,23459,1.2,274,23459,1606,6.8,5988,25.2,16.4,3903,50.9,17122,3987,1961,59,6,598,870,16516,72.1,16.8,8.3,0.2,0.0,2.5,3.7,69.6,298,276,2,63.9,1.0,2.9,70.8,11.1,5378,35.4,14903,1232,9.0,81.0,61400,4.8,9221,2.50,15199,34786,20.9,551,23311,9673,778,8.0,8576,175,1436,261027,30437,468,4465,-1.7,1301,0,1568,0.0,7.8,0.0,0.0,0.0,14.8,220939,0,132419,5657,0,0,50568,190720,8051,865.27,27.1
27147,36775,33680,9.2,3095,33680,2809,7.6,9788,26.6,13.5,4954,50.3,34755,1260,71,360,7,322,2183,32671,94.5,3.4,0.2,1.0,0.0,0.9,5.9,88.8,549,249,1,57.5,3.5,7.0,86.6,20.1,4320,16.3,15099,1793,13.5,80.1,102300,16.5,12846,2.57,20328,56435,7.7,1235,34097,20989,1850,8.8,26782,1907,2279,1049157,39174,1041,20498,-0.1,2354,39261,3154,0.0,0.0,0.0,0.0,0.0,30.1,1186976,205155,517241,15049,38,5347,266199,176505,4830,429.55,78.3
31139,7184,7857,-8.6,-673,7857,445,6.2,1799,25.0,15.9,1143,49.6,7080,8,34,18,2,42,104,6980,98.6,0.1,0.5,0.3,0.0,0.6,1.4,97.2,85,75,0,65.9,0.8,2.4,84.6,13.3,1226,19.7,3389,142,4.4,77.6,59900,3.3,2979,2.59,15980,44320,9.8,215,29560,3902,157,4.0,3733,-14,570,109546,29345,213,1465,-10.2,583,1808,741,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39528,5109,12,1974,316773,52550,7267,573.93,13.7
37137,12422,12934,-4,-512,12934,559,4.5,2172,17.5,22.1,2750,49.6,9398,2762,76,73,3,110,172,9251,75.7,22.2,0.6,0.6,0.0,0.9,1.4,74.5,100,159,0,67.6,1.8,4.9,75.2,14.7,2911,28.9,7492,711,10.5,82.2,89900,2.7,5178,2.38,18005,42479,16.3,401,32036,5690,537,9.4,4931,358,983,123263,24998,255,1944,7.2,1092,16731,1156,0.0,0.0,0.0,0.0,0.0,42.6,0,0,56512,4389,51,11901,46125,111716,8936,336.94,38.4
42041,232483,213670,8.8,18813,213674,12648,5.4,47356,20.4,15.7,36388,50.9,215935,7737,345,5968,85,2413,5391,210996,92.9,3.3,0.1,2.6,0.0,1.0,2.3,90.8,2548,2081,17,57.3,3.2,5.7,86.1,27.9,29794,20.5,96643,9693,11.1,73.1,120500,19.0,83015,2.41,23610,60534,7.6,8805,38755,125017,8348,6.7,160051,2066,18572,7442155,46499,5845,119875,3.9,14395,292709,16836,0.0,0.0,3.1,1.2,0.0,24.9,2451587,0,3055748,14046,836,117970,157388,1779627,7759,550.17,388.5
47095,7303,7954,-8.2,-651,7954,340,4.7,1180,16.2,14.2,1039,37.6,4638,2526,32,16,0,91,122,4554,63.5,34.6,0.4,0.2,0.0,1.2,1.7,62.4,68,97,1,58.2,0.5,3.6,56.0,5.4,1726,20.4,2781,65,2.4,60.0,53000,20.7,2410,2.36,10794,26739,37.8,132,17826,2639,296,11.2,2018,-211,878,53861,26690,83,579,-15.1,253,6225,325,0.0,0.0,0.0,0.0,0.0,31.7,0,0,21254,2694,6,308,84100,77021,10518,163.42,48.8
48487,13541,14676,-7.7,-1135,14676,1070,7.9,3658,27.0,14.2,1921,50.3,11813,1277,135,125,4,187,3562,8406,87.2,9.4,1.0,0.9,0.0,1.4,26.3,62.1,202,190,0,54.1,4.2,16.7,72.2,17.1,2753,12.5,6466,95,1.5,66.3,46800,11.7,5537,2.48,16520,38536,15.9,414,29890,7879,389,4.9,9673,697,3305,300442,31060,314,3789,2.6,771,12127,1045,0.0,0.0,0.0,0.0,0.0,0.0,282623,0,111965,7834,1,80,613873,145712,10573,971.06,15.1
